Property ID,Link,Address,Property Type,Sales,First Sale Type,First Sale Date,First Sale Price,Sales Count,Page Number
vibeholms-vaenge-93-2635-ishoej-01830878__93_______,/adresse/vibeholms-vaenge-93-2635-ishoej-01830878__93_______,Vibeholms Vænge 93,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vibeholms V\u00e6nge 932635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 2112009.0, ""Raw Price"": ""02-11-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""04-04-2001"", ""Raw Sale Date"": ""04-04-2001"", ""Price"": 1695000.0, ""Raw Price"": ""1.695.000""}]",Foreclosure,Tvangsauktion,2112009.0,2,23
ejbyvej-133-2610-roedovre-01750177_133_______,/adresse/ejbyvej-133-2610-roedovre-01750177_133_______,Ejbyvej 133,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Ejbyvej 1332610 R\u00f8dovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 26102009.0, ""Raw Price"": ""26-10-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""22-02-2007"", ""Raw Sale Date"": ""22-02-2007"", ""Price"": 3775000.0, ""Raw Price"": ""3.775.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""24-11-1997"", ""Raw Sale Date"": ""24-11-1997"", ""Price"": 1574126.0, ""Raw Price"": ""1.574.126""}]",Foreclosure,Tvangsauktion,26102009.0,3,23
symfonivej-20-2730-herlev-01637976__20_______,/adresse/symfonivej-20-2730-herlev-01637976__20_______,Symfonivej 20,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Symfonivej 202730 Herlev"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 26102009.0, ""Raw Price"": ""26-10-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""08-03-2001"", ""Raw Sale Date"": ""08-03-2001"", ""Price"": 1610000.0, ""Raw Price"": ""1.610.000""}]",Foreclosure,Tvangsauktion,26102009.0,2,23
resedavej-3-2820-gentofte-01570647___3_______,/adresse/resedavej-3-2820-gentofte-01570647___3_______,Resedavej 3,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Resedavej 32820 Gentofte"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 19102009.0, ""Raw Price"": ""19-10-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""09-02-2007"", ""Raw Sale Date"": ""09-02-2007"", ""Price"": 4895000.0, ""Raw Price"": ""4.895.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""15-12-2005"", ""Raw Sale Date"": ""15-12-2005"", ""Price"": 3070000.0, ""Raw Price"": ""3.070.000""}]",Foreclosure,Tvangsauktion,19102009.0,3,23
dalstroeget-78-0-2870-dyssegaard-01570133__78_st____,/adresse/dalstroeget-78-0-2870-dyssegaard-01570133__78_st____,"Dalstrøget 78, st.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Dalstr\u00f8get 78, st.2870 Dysseg\u00e5rd"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 19102009.0, ""Raw Price"": ""19-10-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""20-06-2007"", ""Raw Sale Date"": ""20-06-2007"", ""Price"": 1960783.0, ""Raw Price"": ""1.960.783""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""18-06-2007"", ""Raw Sale Date"": ""18-06-2007"", ""Price"": 1568627.0, ""Raw Price"": ""1.568.627""}]",Foreclosure,Tvangsauktion,19102009.0,3,23
tvaerbommen-55-0-th-2820-gentofte-01570895__55_st__th,/adresse/tvaerbommen-55-0-th-2820-gentofte-01570895__55_st__th,"Tværbommen 55, st. th.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tv\u00e6rbommen 55, st. th.2820 Gentofte"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 19102009.0, ""Raw Price"": ""19-10-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""20-06-2007"", ""Raw Sale Date"": ""20-06-2007"", ""Price"": 1356208.0, ""Raw Price"": ""1.356.208""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""18-06-2007"", ""Raw Sale Date"": ""18-06-2007"", ""Price"": 1084967.0, ""Raw Price"": ""1.084.967""}]",Foreclosure,Tvangsauktion,19102009.0,3,23
vejlebrovej-80-3-mf-2635-ishoej-01830850__80__3__mf,/adresse/vejlebrovej-80-3-mf-2635-ishoej-01830850__80__3__mf,"Vejlebrovej 80, 3. mf.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vejlebrovej 80, 3. mf.2635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 12102009.0, ""Raw Price"": ""12-10-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""22-05-2006"", ""Raw Sale Date"": ""22-05-2006"", ""Price"": 851400.0, ""Raw Price"": ""851.400""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""24-01-2000"", ""Raw Sale Date"": ""24-01-2000"", ""Price"": 349000.0, ""Raw Price"": ""349.000""}]",Foreclosure,Tvangsauktion,12102009.0,3,23
hovedgaden-361-2640-hedehusene-01692896_361_______,/adresse/hovedgaden-361-2640-hedehusene-01692896_361_______,Hovedgaden 361,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Hovedgaden 3612640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 23092009.0, ""Raw Price"": ""23-09-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""06-08-1996"", ""Raw Sale Date"": ""06-08-1996"", ""Price"": 585000.0, ""Raw Price"": ""585.000""}]",Foreclosure,Tvangsauktion,23092009.0,2,23
langemarksvej-35-2860-soeborg-01590493__35_______,/adresse/langemarksvej-35-2860-soeborg-01590493__35_______,Langemarksvej 35,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Langemarksvej 352860 S\u00f8borg"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 22092009.0, ""Raw Price"": ""22-09-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""17-04-1998"", ""Raw Sale Date"": ""17-04-1998"", ""Price"": 1047000.0, ""Raw Price"": ""1.047.000""}]",Foreclosure,Tvangsauktion,22092009.0,2,23
vangede-bygade-74-0-4-2820-gentofte-01570903__74_st___4,/adresse/vangede-bygade-74-0-4-2820-gentofte-01570903__74_st___4,"Vangede Bygade 74, st. 4.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vangede Bygade 74, st. 4.2820 Gentofte"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 21092009.0, ""Raw Price"": ""21-09-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""10-01-2005"", ""Raw Sale Date"": ""10-01-2005"", ""Price"": 675000.0, ""Raw Price"": ""675.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""06-07-2001"", ""Raw Sale Date"": ""06-07-2001"", ""Price"": 500000.0, ""Raw Price"": ""500.000""}]",Foreclosure,Tvangsauktion,21092009.0,3,23
tranevaenget-10-2-th-2900-hellerup-01570883__10__2__th,/adresse/tranevaenget-10-2-th-2900-hellerup-01570883__10__2__th,"Tranevænget 10, 2. th.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tranev\u00e6nget 10, 2. th.2900 Hellerup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 21092009.0, ""Raw Price"": ""21-09-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""02-11-2005"", ""Raw Sale Date"": ""02-11-2005"", ""Price"": 3087230.0, ""Raw Price"": ""3.087.230""}]",Foreclosure,Tvangsauktion,21092009.0,2,23
hedekaeret-43-1-tv-2640-hedehusene-01692652__43__1__tv,/adresse/hedekaeret-43-1-tv-2640-hedehusene-01692652__43__1__tv,"Hedekæret 43, 1. tv.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Hedek\u00e6ret 43, 1. tv.2640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 13082009.0, ""Raw Price"": ""13-08-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""25-01-2007"", ""Raw Sale Date"": ""25-01-2007"", ""Price"": 1550000.0, ""Raw Price"": ""1.550.000""}]",Foreclosure,Tvangsauktion,13082009.0,2,23
bagsvaerdvej-147a-2800-kongens-lyngby-01590045147a_______,/adresse/bagsvaerdvej-147a-2800-kongens-lyngby-01590045147a_______,Bagsværdvej 147A,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Bagsv\u00e6rdvej 147A2800 Kongens Lyngby"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 3082009.0, ""Raw Price"": ""03-08-2009""}, {""Sale Type"": ""Family Sale"", ""Raw Sale Type"": ""Familie handel"", ""Sale Date"": ""26-10-2005"", ""Raw Sale Date"": ""26-10-2005"", ""Price"": 2300000.0, ""Raw Price"": ""2.300.000""}]",Foreclosure,Tvangsauktion,3082009.0,2,23
vejledalen-76-0-th-2635-ishoej-01830854__76_st__th,/adresse/vejledalen-76-0-th-2635-ishoej-01830854__76_st__th,"Vejledalen 76, st. th.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vejledalen 76, st. th.2635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 3082009.0, ""Raw Price"": ""03-08-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""03-05-2001"", ""Raw Sale Date"": ""03-05-2001"", ""Price"": 681013.0, ""Raw Price"": ""681.013""}]",Foreclosure,Tvangsauktion,3082009.0,2,23
oestervang-30-2800-kongens-lyngby-01590987__30_______,/adresse/oestervang-30-2800-kongens-lyngby-01590987__30_______,Østervang 30,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""\u00d8stervang 302800 Kongens Lyngby"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 9072009.0, ""Raw Price"": ""09-07-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""23-01-2006"", ""Raw Sale Date"": ""23-01-2006"", ""Price"": 4575000.0, ""Raw Price"": ""4.575.000""}]",Foreclosure,Tvangsauktion,9072009.0,2,23
bredesvinget-13-2830-virum-01730093__13_______,/adresse/bredesvinget-13-2830-virum-01730093__13_______,Bredesvinget 13,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Bredesvinget 132830 Virum"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 8072009.0, ""Raw Price"": ""08-07-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""19-11-2007"", ""Raw Sale Date"": ""19-11-2007"", ""Price"": 4350000.0, ""Raw Price"": ""4.350.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""22-07-2002"", ""Raw Sale Date"": ""22-07-2002"", ""Price"": 2345000.0, ""Raw Price"": ""2.345.000""}]",Foreclosure,Tvangsauktion,8072009.0,3,24
strandvejen-132a-3-tv-2900-hellerup-01570802132a__3__tv,/adresse/strandvejen-132a-3-tv-2900-hellerup-01570802132a__3__tv,"Strandvejen 132A, 3. tv.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Strandvejen 132A, 3. tv.2900 Hellerup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 6072009.0, ""Raw Price"": ""06-07-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""15-11-2004"", ""Raw Sale Date"": ""15-11-2004"", ""Price"": 2000000.0, ""Raw Price"": ""2.000.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""30-08-2000"", ""Raw Sale Date"": ""30-08-2000"", ""Price"": 1350000.0, ""Raw Price"": ""1.350.000""}]",Foreclosure,Tvangsauktion,6072009.0,3,24
christoffers-alle-94-2800-kongens-lyngby-01590111__94_______,/adresse/christoffers-alle-94-2800-kongens-lyngby-01590111__94_______,Christoffers Alle 94,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Christoffers Alle 942800 Kongens Lyngby"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 1072009.0, ""Raw Price"": ""01-07-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""24-10-2005"", ""Raw Sale Date"": ""24-10-2005"", ""Price"": 2995000.0, ""Raw Price"": ""2.995.000""}]",Foreclosure,Tvangsauktion,1072009.0,2,24
bredekaers-vaenge-33-2635-ishoej-01830082__33_______,/adresse/bredekaers-vaenge-33-2635-ishoej-01830082__33_______,Bredekærs Vænge 33,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Bredek\u00e6rs V\u00e6nge 332635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 25062009.0, ""Raw Price"": ""25-06-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""31-03-2006"", ""Raw Sale Date"": ""31-03-2006"", ""Price"": 2140000.0, ""Raw Price"": ""2.140.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""19-01-2003"", ""Raw Sale Date"": ""19-01-2003"", ""Price"": 1350000.0, ""Raw Price"": ""1.350.000""}]",Foreclosure,Tvangsauktion,25062009.0,3,24
jonstrupvej-117-2750-ballerup-01510166_117_______,/adresse/jonstrupvej-117-2750-ballerup-01510166_117_______,Jonstrupvej 117,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Jonstrupvej 1172750 Ballerup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 22062009.0, ""Raw Price"": ""22-06-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""13-07-2003"", ""Raw Sale Date"": ""13-07-2003"", ""Price"": 2150000.0, ""Raw Price"": ""2.150.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""18-12-2002"", ""Raw Sale Date"": ""18-12-2002"", ""Price"": 2150000.0, ""Raw Price"": ""2.150.000""}]",Foreclosure,Tvangsauktion,22062009.0,3,24
emilievej-3-0-2920-charlottenlund-01570192___3_st____,/adresse/emilievej-3-0-2920-charlottenlund-01570192___3_st____,"Emilievej 3, st.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Emilievej 3, st.2920 Charlottenlund"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 17062009.0, ""Raw Price"": ""17-06-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""16-11-1997"", ""Raw Sale Date"": ""16-11-1997"", ""Price"": 2385000.0, ""Raw Price"": ""2.385.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""23-06-1996"", ""Raw Sale Date"": ""23-06-1996"", ""Price"": 1849500.0, ""Raw Price"": ""1.849.500""}]",Foreclosure,Tvangsauktion,17062009.0,3,24
vejlebrovej-68-3-2-2635-ishoej-01830850__68__3___2,/adresse/vejlebrovej-68-3-2-2635-ishoej-01830850__68__3___2,"Vejlebrovej 68, 3. 2.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vejlebrovej 68, 3. 2.2635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 17062009.0, ""Raw Price"": ""17-06-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""20-08-2006"", ""Raw Sale Date"": ""20-08-2006"", ""Price"": 703032.0, ""Raw Price"": ""703.032""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""01-08-2002"", ""Raw Sale Date"": ""01-08-2002"", ""Price"": 485357.0, ""Raw Price"": ""485.357""}]",Foreclosure,Tvangsauktion,17062009.0,3,24
lindevangshusene-76-2-mf-2630-taastrup-01694520__76__2__mf,/adresse/lindevangshusene-76-2-mf-2630-taastrup-01694520__76__2__mf,"Lindevangshusene 76, 2. mf.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Lindevangshusene 76, 2. mf.2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 12062009.0, ""Raw Price"": ""12-06-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""10-01-2005"", ""Raw Sale Date"": ""10-01-2005"", ""Price"": 710362.0, ""Raw Price"": ""710.362""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""22-02-2002"", ""Raw Sale Date"": ""22-02-2002"", ""Price"": 610345.0, ""Raw Price"": ""610.345""}]",Foreclosure,Tvangsauktion,12062009.0,3,24
giesegaardsvej-18a-2650-hvidovre-01672777_18a_______,/adresse/giesegaardsvej-18a-2650-hvidovre-01672777_18a_______,Giesegårdsvej 18A,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Gieseg\u00e5rdsvej 18A2650 Hvidovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 10062009.0, ""Raw Price"": ""10-06-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""24-11-2000"", ""Raw Sale Date"": ""24-11-2000"", ""Price"": 992214.0, ""Raw Price"": ""992.214""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""16-10-1992"", ""Raw Sale Date"": ""16-10-1992"", ""Price"": 580000.0, ""Raw Price"": ""580.000""}]",Foreclosure,Tvangsauktion,10062009.0,3,24
hallandsparken-66-2630-taastrup-01692520__66_______,/adresse/hallandsparken-66-2630-taastrup-01692520__66_______,Hallandsparken 66,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Hallandsparken 662630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 9062009.0, ""Raw Price"": ""09-06-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""21-02-2007"", ""Raw Sale Date"": ""21-02-2007"", ""Price"": 2495000.0, ""Raw Price"": ""2.495.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""07-11-1997"", ""Raw Sale Date"": ""07-11-1997"", ""Price"": 950000.0, ""Raw Price"": ""950.000""}]",Foreclosure,Tvangsauktion,9062009.0,3,24
tagesmindevej-1-2820-gentofte-01570852___1_______,/adresse/tagesmindevej-1-2820-gentofte-01570852___1_______,Tagesmindevej 1,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tagesmindevej 12820 Gentofte"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 29052009.0, ""Raw Price"": ""29-05-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""01-09-2006"", ""Raw Sale Date"": ""01-09-2006"", ""Price"": 262500.0, ""Raw Price"": ""262.500""}, {""Sale Type"": ""Other"", ""Raw Sale Type"": ""Andet"", ""Sale Date"": ""21-12-2005"", ""Raw Sale Date"": ""21-12-2005"", ""Price"": 5250000.0, ""Raw Price"": ""5.250.000""}]",Foreclosure,Tvangsauktion,29052009.0,3,24
vibeholms-vaenge-56-2635-ishoej-01830878__56_______,/adresse/vibeholms-vaenge-56-2635-ishoej-01830878__56_______,Vibeholms Vænge 56,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vibeholms V\u00e6nge 562635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 4052009.0, ""Raw Price"": ""04-05-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""11-08-2005"", ""Raw Sale Date"": ""11-08-2005"", ""Price"": 2695000.0, ""Raw Price"": ""2.695.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""02-08-2000"", ""Raw Sale Date"": ""02-08-2000"", ""Price"": 1580000.0, ""Raw Price"": ""1.580.000""}]",Foreclosure,Tvangsauktion,4052009.0,3,24
bagsvaerd-hovedgade-33-2880-bagsvaerd-01590039__33_______,/adresse/bagsvaerd-hovedgade-33-2880-bagsvaerd-01590039__33_______,Bagsværd Hovedgade 33,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Bagsv\u00e6rd Hovedgade 332880 Bagsv\u00e6rd"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 27042009.0, ""Raw Price"": ""27-04-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""27-06-2005"", ""Raw Sale Date"": ""27-06-2005"", ""Price"": 4965000.0, ""Raw Price"": ""4.965.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""11-03-2002"", ""Raw Sale Date"": ""11-03-2002"", ""Price"": 3000000.0, ""Raw Price"": ""3.000.000""}]",Foreclosure,Tvangsauktion,27042009.0,3,24
vejledalen-258-2635-ishoej-01830854_258_______,/adresse/vejledalen-258-2635-ishoej-01830854_258_______,Vejledalen 258,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vejledalen 2582635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 16032009.0, ""Raw Price"": ""16-03-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""25-04-2005"", ""Raw Sale Date"": ""25-04-2005"", ""Price"": 1328000.0, ""Raw Price"": ""1.328.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""28-11-2003"", ""Raw Sale Date"": ""28-11-2003"", ""Price"": 1068000.0, ""Raw Price"": ""1.068.000""}]",Foreclosure,Tvangsauktion,16032009.0,3,24
vejlebrovej-120-3-th-2635-ishoej-01830850_120__3__th,/adresse/vejlebrovej-120-3-th-2635-ishoej-01830850_120__3__th,"Vejlebrovej 120, 3. th.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vejlebrovej 120, 3. th.2635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 11032009.0, ""Raw Price"": ""11-03-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""01-06-2006"", ""Raw Sale Date"": ""01-06-2006"", ""Price"": 1976543.0, ""Raw Price"": ""1.976.543""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""01-07-2005"", ""Raw Sale Date"": ""01-07-2005"", ""Price"": 1365000.0, ""Raw Price"": ""1.365.000""}]",Foreclosure,Tvangsauktion,11032009.0,3,24
ordrupvej-98a-2-tv-2920-charlottenlund-01570622_98a__2__tv,/adresse/ordrupvej-98a-2-tv-2920-charlottenlund-01570622_98a__2__tv,"Ordrupvej 98A, 2. tv.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Ordrupvej 98A, 2. tv.2920 Charlottenlund"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 9022009.0, ""Raw Price"": ""09-02-2009""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""31-12-2007"", ""Raw Sale Date"": ""31-12-2007"", ""Price"": 1600000.0, ""Raw Price"": ""1.600.000""}, {""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tvangsauktion"", ""Sale Date"": ""02-01-1995"", ""Raw Sale Date"": ""02-01-1995"", ""Price"": 295000.0, ""Raw Price"": ""295.000""}]",Foreclosure,Tvangsauktion,9022009.0,3,24
